ID,Event
116240629052645,Dragon
116240629052723,Dragon
116240629052803,Dragon
116240629052841,Tiger
116240629052919,Dragon
116240629052959,Dragon
116240629053038,Dragon
116240629053121,Tiger
116240629053202,Dragon
116240629053243,Tiger
116240629053321,Dragon
116240629053405,Tiger
116240629053449,Dragon
116240629053620,Dragon
116240629053702,Dragon
116240629053742,Tiger
116240629053823,Tiger
116240629053903,Tiger
116240629053942,Dragon
116240629054021,Tiger
116240629054059,Tiger
116240629054137,Dragon
116240629054217,Dragon
116240629054256,Dragon
116240629054334,Tiger
116240629054414,Dragon
116240629054455,Dragon
116240629054533,Tiger
116240629054613,Tiger
116240629054651,Tiger
116240629054733,Dragon
116240629054813,Tiger
116240629054850,Tiger
116240629054928,Tiger
116240629055007,Tiger
116240629055048,Tiger
116240629055127,Tiger
116240629055208,Tiger
116240629055248,Dragon
116240629055332,Dragon
116240629055408,Tiger
116240629055445,Dragon
116240629055548,Tiger
116240629055648,Dragon
116240629055746,Tiger
116240629055848,Dragon
116240629060019,Dragon
116240629060117,Dragon
116240629060215,Tiger
116240629060311,Dragon
116240629060410,Dragon
116240629060508,Tiger
116240629060606,Dragon
116240629060702,Tiger
116240629060757,Tiger
116240629060856,Tiger
116240629060953,Tiger
116240629061051,Tiger
116240629061152,Tiger
116240629061248,Tiger
116240629061345,Tiger
116240629061440,Tiger
116240629061535,Dragon
116240629061631,Dragon
116240629061727,Dragon
116240629061828,Dragon
116240629061926,Tiger
116240629062024,Tiger
116240629062122,Tiger
116240629062220,Dragon
116240629062323,Dragon
116240629062422,Dragon
116240629062518,Tiger
116240629062605,Tiger
116240629062653,Dragon
116240629062743,Dragon
116240629062835,Tiger
116240629062923,Dragon
116240629063019,Tiger
116240629063115,Tiger
116240629063239,Tiger
116240629063326,Tiger
116240629063414,Dragon
116240629063505,Dragon
116240629063601,Dragon
116240629063652,Dragon
116240629063744,Tie
116240629063835,Dragon
116240629063929,Dragon
116240629064019,Dragon
116240629064108,Dragon
116240629064202,Tiger
116240629064249,Dragon
116240629064343,Dragon
116240629064432,Dragon
116240629064531,Tiger
116240629064619,Dragon
116240629064709,Tiger
116240629064757,Tiger
116240629064846,Tiger
116240629064936,Dragon
116240629065026,Dragon
116240629065111,Tiger
116240629065207,Tiger
116240629065254,Tiger
116240629065342,Dragon
116240629065433,Tiger
116240629065519,Dragon
116240629065615,Dragon
116240629065724,Dragon
116240629065915,Tiger
116240629070010,Dragon
116240629070104,Dragon
116240629070159,Dragon
116240629070256,Tiger
116240629070352,Tiger
116240629070456,Dragon
116240629070606,Dragon
116240629070719,Dragon
116240629070822,Tiger
116240629070918,Tiger
116240629071019,Tiger
116240629071122,Dragon
116240629071224,Tiger
116240629071322,Dragon
116240629071423,Tiger
116240629071527,Dragon
116240629071624,Dragon
116240629071722,Tiger
116240629071825,Tiger
116240629071927,Tiger
116240629072027,Dragon
116240629072129,Dragon
116240629072229,Tiger
116240629072325,Dragon
116240629072431,Dragon
116240629072529,Dragon
116240629072628,Tiger
116240629072718,Tiger
116240629072813,Dragon
116240629072903,Dragon
116240629073004,Dragon
116240629073143,Tiger
116240629073235,Dragon
116240629073327,Tiger
116240629073419,Dragon
116240629073515,Dragon
116240629073613,Tiger
116240629073709,Tiger
116240629073803,Dragon
116240629073853,Tiger
116240629073952,Tiger
116240629074046,Dragon
116240629074137,Tiger
116240629074233,Dragon
116240629074329,Dragon
116240629074420,Tiger
116240629074519,Dragon
116240629074613,Tiger
116240629074705,Tiger
116240629074808,Dragon
116240629074900,Tiger
116240629074952,Dragon
116240629075047,Tiger
116240629075133,Dragon
116240629075227,Tiger
116240629075314,Tiger
116240629075411,Tiger
116240629075458,Dragon
116240629075555,Tiger
116240629075648,Dragon
116240629075741,Dragon
116240629075842,Tiger
116240629080026,Dragon
116240629080125,Tiger
116240629080225,Dragon
116240629080328,Tiger
116240629080430,Tiger
116240629080529,Dragon
116240629080630,Dragon
116240629080730,Dragon
116240629080829,Dragon
116240629080933,Tiger
116240629081035,Dragon
116240629081132,Dragon
116240629081235,Dragon
116240629081332,Dragon
116240629081430,Tiger
116240629081523,Tiger
116240629081613,Dragon
116240629081707,Dragon
116240629081801,Tiger
116240629081855,Tiger
116240629081949,Tiger
116240629082043,Dragon
116240629082141,Tiger
116240629082234,Tiger
116240629082330,Dragon
116240629082424,Dragon
116240629082527,Dragon
116240629082626,Tiger
116240629082727,Dragon
116240629082826,Dragon
116240629082927,Tiger
116240629083036,Tiger
116240629083320,Dragon
116240629083418,Dragon
116240629083517,Tiger
116240629083617,Dragon
116240629083717,Dragon
116240629083820,Tiger
116240629083923,Tiger
116240629084023,Dragon
116240629084125,Tiger
116240629084226,Dragon
116240629084334,Tiger
116240629084437,Dragon
116240629084538,Dragon
116240629084642,Dragon
116240629084743,Dragon
116240629084848,Tiger
116240629084953,Tiger
116240629085052,Dragon
116240629085152,Tiger
116240629085251,Dragon
116240629085351,Dragon
116240629085453,Dragon
116240629085554,Dragon
116240629085656,Dragon
116240629085759,Tiger
116240629085900,Dragon
116240629085955,Tiger
116240629090041,Dragon
116240629090123,Dragon
116240629090204,Dragon
116240629090242,Dragon
116240629090324,Tiger
116240629090427,Tiger
116240629090507,Tiger
116240629090549,Tiger
116240629090630,Tiger
116240629090708,Tiger
116240629090744,Tiger
116240629090822,Tiger
116240629090901,Dragon
116240629090941,Tiger
116240629091022,Dragon
116240629091101,Dragon
116240629091140,Dragon
116240629091222,Dragon
116240629091302,Tiger
116240629091345,Dragon
116240629091424,Tiger
116240629091503,Tiger
116240629091544,Dragon
116240629091625,Dragon
116240629091704,Tiger
116240629091745,Dragon
116240629091828,Dragon
116240629091907,Tiger
116240629091949,Tiger
116240629092029,Dragon
116240629092108,Dragon
116240629092147,Tiger
116240629092226,Tiger
116240629092305,Dragon
116240629092355,Dragon
116240629092431,Tiger
116240629092506,Tiger
116240629092542,Dragon
116240629092619,Tiger
116240629092655,Dragon
116240629092728,Dragon
116240629092803,Dragon
116240629092904,Dragon
116240629093002,Tiger
116240629093104,Tiger
116240629093205,Tiger
116240629093304,Dragon
116240629093404,Tiger
116240629093503,Tiger
116240629093602,Dragon
116240629093702,Tiger
116240629093757,Tiger
116240629093856,Tiger
116240629093957,Tiger
116240629094055,Tiger
116240629094155,Dragon
116240629094253,Tiger
116240629094350,Dragon
116240629094450,Dragon
116240629094549,Tiger
116240629094646,Tiger
116240629094744,Tiger
116240629094846,Dragon
116240629094959,Tiger
116240629095215,Tiger
116240629095312,Dragon
116240629095417,Dragon
116240629095519,Dragon
116240629095613,Tiger
116240629095715,Dragon
116240629095818,Dragon
116240629095918,Dragon
116240629100017,Dragon
116240629100112,Dragon
116240629100215,Tiger
116240629100310,Tiger
116240629100411,Tiger
116240629100504,Tiger
116240629100601,Dragon
116240629100659,Dragon
116240629100754,Dragon
116240629100848,Dragon
116240629100945,Dragon
116240629101042,Dragon
116240629101143,Dragon
116240629101240,Tiger
116240629101338,Tiger
116240629101436,Tiger
116240629101535,Dragon
116240629101631,Dragon
116240629101732,Tiger
116240629101832,Tiger
116240629101927,Dragon
116240629102024,Dragon
116240629102121,Dragon
116240629102229,Tiger
116240629102510,Tiger
116240629102556,Dragon
116240629102701,Tiger
116240629102753,Dragon
116240629102852,Dragon
116240629102945,Tiger
116240629103039,Dragon
116240629103132,Dragon
116240629103225,Tiger
116240629103314,Tiger
116240629103403,Dragon
116240629103455,Dragon
116240629103550,Dragon
116240629103640,Dragon
116240629103735,Dragon
116240629103828,Dragon
116240629103922,Dragon
116240629104018,Dragon
116240629104113,Tiger
116240629104202,Tie
116240629104300,Tiger
116240629104350,Dragon
116240629104445,Tiger
116240629104534,Dragon
116240629104628,Tiger
116240629104721,Dragon
116240629104813,Dragon
116240629104905,Dragon
116240629104958,Dragon
116240629105038,Dragon
116240629105124,Tiger
116240629105214,Tiger
116240629105315,Tiger
116240629105524,Dragon
116240629105619,Tiger
116240629105711,Tiger
116240629105806,Dragon
116240629105900,Dragon
116240629105949,Dragon
116240629110042,Tiger
116240629110137,Dragon
116240629110233,Tiger
116240629110326,Dragon
116240629110421,Tiger
116240629110512,Tiger
116240629110603,Dragon
116240629110656,Dragon
116240629110757,Tiger
116240629110849,Tiger
116240629110942,Tiger
116240629111033,Tiger
116240629111124,Tiger
116240629111216,Dragon
116240629111311,Dragon
116240629111403,Tiger
116240629111454,Dragon
116240629111544,Tiger
116240629111636,Dragon
116240629111720,Tiger
116240629111805,Tiger
116240629111849,Tiger
116240629111930,Dragon
116240629112059,Dragon
116240629112213,Dragon
116240629112325,Tiger
116240629112440,Tiger
116240629112541,Tie
116240629112853,Dragon
116240629113038,Tie
116240629113127,Dragon
116240629113217,Tiger
116240629113309,Tiger
116240629113401,Tiger
116240629113446,Dragon
116240629113536,Tiger
116240629113624,Tiger
116240629113714,Dragon
116240629113806,Tiger
116240629113858,Dragon
116240629113948,Dragon
116240629114041,Tiger
116240629114131,Dragon
116240629114224,Dragon
116240629114315,Tiger
116240629114407,Tiger
116240629114457,Dragon
116240629114551,Dragon
116240629114641,Tiger
116240629114732,Tiger
116240629114823,Tiger
116240629114912,Dragon
116240629115225,Dragon
116240629115319,Dragon
116240629115408,Dragon
116240629115459,Tiger
116240629115545,Dragon
116240629115622,Tiger
116240629115658,Dragon
116240629115733,Dragon
116240629115809,Tiger
116240629115844,Tiger
116240629115939,Dragon
116240629120014,Tiger
116240629120050,Dragon
116240629120126,Dragon
116240629120203,Dragon
116240629120239,Tiger
116240629120315,Tiger
116240629120349,Dragon
116240629120426,Tiger
116240629120501,Dragon
116240629120537,Tiger
116240629120615,Tiger
116240629120650,Dragon
116240629120733,Tiger
116240629120809,Dragon
116240629120843,Tiger
116240629120918,Tiger
116240629120955,Tiger
116240629121030,Tiger
116240629121104,Tiger
116240629121137,Tiger
116240629121213,Dragon
116240629121248,Dragon
116240629121322,Tiger
116240629121356,Dragon
116240629121434,Tiger
116240629121606,Dragon
116240629121642,Dragon
116240629121719,Dragon
116240629121756,Tiger
116240629121830,Tiger
116240629121906,Tiger
116240629121944,Tiger
116240629122019,Dragon
116240629122051,Dragon
116240629122127,Tiger
116240629122201,Tiger
116240629122236,Tiger
116240629122311,Tiger
116240629122345,Tiger
116240629122421,Tiger
116240629122459,Dragon
116240629122535,Tiger
116240629122634,Dragon
116240629122720,Dragon
116240629122809,Tiger
116240629122857,Dragon
116240629122945,Dragon
116240629123030,Tiger
116240629123114,Tiger
116240629123203,Dragon
116240629123331,Tiger
116240629123420,Dragon
116240629123508,Tiger
116240629123555,Dragon
116240629123641,Dragon
116240629123733,Tiger
116240629123817,Dragon
116240629123903,Dragon
116240629123951,Tiger
116240629124037,Dragon
116240629124126,Tiger
116240629124212,Dragon
116240629124258,Dragon
116240629124346,Dragon
116240629124433,Dragon
116240629124520,Tiger
116240629124614,Dragon
116240629124700,Tiger
116240629124744,Tiger
116240629124829,Dragon
116240629124922,Tiger
116240629125006,Dragon
116240629125055,Tiger
116240629125218,Dragon
116240629125306,Dragon
116240629125352,Dragon
116240629125440,Tiger
116240629125526,Tie
116240629125630,Tiger
116240629125731,Tiger
116240629125834,Dragon
116240629125934,Dragon
116240629130032,Tiger
116240629130127,Tiger
116240629130224,Tiger
116240629130323,Dragon
116240629130422,Tiger
116240629130520,Dragon
116240629130620,Tie
116240629130711,Dragon
116240629130804,Dragon
116240629130900,Tiger
116240629130959,Dragon
116240629131054,Dragon
116240629131148,Dragon
116240629131244,Tiger
116240629131414,Dragon
116240629131524,Tiger
116240629131625,Tiger
116240629131723,Tie
116240629131820,Tiger
116240629131927,Dragon
116240629132022,Dragon
116240629132124,Tiger
116240629132233,Dragon
116240629132336,Dragon
116240629132432,Dragon
116240629132540,Dragon
116240629132625,Dragon
116240629132719,Dragon
116240629132805,Tiger
116240629132852,Dragon
116240629132935,Tiger
116240629133020,Tiger
116240629133104,Tiger
116240629133149,Dragon
116240629133233,Dragon
116240629133321,Tiger
116240629133404,Dragon
116240629133448,Dragon
116240629133533,Tiger
116240629133624,Tiger
116240629133740,Tiger
116240629133831,Dragon
116240629133916,Dragon
116240629134003,Dragon
116240629134048,Dragon
116240629134130,Tiger
116240629134214,Dragon
116240629134300,Tiger
116240629134344,Tiger
116240629134426,Tiger
116240629134512,Tiger
116240629134557,Tiger
116240629134653,Tiger
116240629134739,Tiger
116240629134823,Dragon
116240629134908,Dragon
116240629134956,Dragon
116240629135039,Dragon
116240629135122,Dragon
116240629135206,Dragon
116240629135249,Dragon
116240629135342,Tiger
116240629135427,Tiger
116240629135522,Dragon
116240629135643,Dragon
116240629135756,Tiger
116240629135855,Dragon
116240629135956,Tiger
116240629140058,Dragon
116240629140156,Tie
116240629140252,Dragon
116240629140354,Dragon
116240629140454,Dragon
116240629140555,Tiger
116240629140653,Tiger
116240629140801,Dragon
116240629140859,Dragon
116240629140954,Tiger
116240629141052,Dragon
116240629141149,Dragon
116240629141250,Tiger
116240629141349,Tiger
116240629141449,Dragon
116240629141546,Tiger
116240629141651,Tiger
116240629141751,Dragon
116240629141853,Dragon
116240629141950,Dragon
116240629142046,Tiger
116240629142145,Tiger
116240629142248,Tiger
116240629142402,Tiger
116240629142510,Tiger
116240629142603,Tiger
116240629142654,Dragon
116240629142746,Tiger
116240629142841,Dragon
116240629142934,Dragon
116240629143027,Tiger
116240629143119,Tiger
116240629143208,Tiger
116240629143300,Dragon
116240629143353,Dragon
116240629143444,Tiger
116240629143533,Dragon
116240629143627,Tiger
116240629143716,Dragon
116240629143811,Tiger
116240629143901,Dragon
116240629143953,Tiger
116240629144044,Tiger
116240629144132,Tiger
116240629144224,Dragon
116240629144315,Tiger
116240629144404,Tiger
116240629144452,Dragon
116240629144546,Tiger
116240629144635,Dragon
116240629144730,Tiger
116240629144821,Dragon
116240629144926,Dragon
116240629145016,Tiger
116240629145107,Dragon
116240629145201,Dragon
116240629145253,Tiger
116240629145344,Dragon
116240629145429,Tiger
116240629145510,Tiger
116240629145547,Tiger
116240629145625,Dragon
116240629145700,Dragon
116240629145733,Dragon
116240629145806,Dragon
116240629145841,Dragon
116240629145921,Dragon
116240629145955,Dragon
116240629150029,Dragon
116240629150104,Dragon
116240629150139,Tiger
116240629150215,Tiger
116240629150249,Tiger
116240629150324,Tiger
116240629150359,Dragon
116240629150434,Dragon
116240629150511,Dragon
116240629150614,Tiger
116240629150651,Dragon
116240629150726,Tiger
116240629150802,Tiger
116240629150836,Dragon
116240629150910,Dragon
116240629150944,Dragon
116240629151019,Dragon
116240629151055,Tiger
116240629151131,Dragon
116240629151207,Dragon
116240629151242,Tiger
116240629151317,Tiger
116240629151350,Dragon
116240629151424,Dragon
116240629151501,Dragon
116240629151536,Tiger
116240629151718,Tiger
116240629151752,Dragon
116240629151826,Dragon
116240629151901,Dragon
116240629151937,Tiger
116240629152015,Dragon
116240629152051,Tiger
116240629152131,Tiger
116240629152251,Tiger
116240629152326,Dragon
116240629152401,Dragon
116240629152435,Tiger
116240629152531,Tiger
116240629152617,Tiger
116240629152703,Dragon
116240629152750,Dragon
116240629152835,Dragon
116240629152920,Dragon
116240629153006,Tiger
116240629153049,Dragon
116240629153135,Tiger
116240629153222,Tiger
116240629153306,Dragon
116240629153351,Tiger
116240629153437,Tiger
116240629153520,Dragon
116240629153606,Dragon
116240629153653,Tiger
116240629153739,Tiger
116240629153830,Dragon
116240629153915,Dragon
116240629154000,Dragon
116240629154045,Tiger
116240629154134,Dragon
116240629154244,Dragon
116240629154330,Dragon
116240629154416,Tie
116240629154502,Dragon
116240629154546,Dragon
116240629154631,Tiger
116240629154717,Tiger
116240629154800,Tiger
116240629154842,Dragon
116240629154924,Dragon
116240629155010,Dragon
116240629155053,Tiger
116240629155137,Dragon
116240629155222,Tiger
116240629155308,Dragon
116240629155352,Dragon
116240629155435,Tiger
116240629155518,Dragon
116240629155608,Tiger
116240629155716,Tiger
116240629155808,Dragon
116240629155905,Tiger
116240629160006,Dragon
116240629160108,Dragon
116240629160204,Dragon
116240629160302,Tiger
116240629160500,Dragon
116240629160601,Dragon
116240629160705,Tiger
116240629160800,Dragon
116240629160905,Dragon
116240629160958,Tiger
116240629161054,Tiger
116240629161149,Tiger
116240629161243,Tiger
116240629161339,Dragon
116240629161434,Dragon
116240629161532,Tiger
116240629161628,Tiger
116240629161726,Dragon
116240629161827,Tiger
116240629161927,Tiger
116240629162019,Tiger
116240629162115,Tiger
116240629162212,Tiger
116240629162308,Tiger
116240629162406,Tiger
116240629162452,Dragon
116240629162555,Dragon
116240629162645,Dragon
116240629162730,Dragon
116240629162822,Dragon
116240629162939,Tiger
116240629163028,Dragon
116240629163117,Tiger
116240629163207,Tiger
116240629163251,Tiger
116240629163336,Tiger
116240629163420,Tiger
116240629163506,Tiger
116240629163549,Dragon
116240629163634,Tiger
116240629163718,Dragon
116240629163807,Dragon
116240629163853,Tiger
116240629163937,Tiger
116240629164022,Dragon
116240629164107,Tiger
116240629164151,Tiger
116240629164232,Dragon
116240629164314,Tiger
116240629164359,Dragon
116240629164447,Dragon
116240629164532,Dragon
116240629164615,Dragon
116240629164659,Tiger
116240629164749,Tiger
116240629164836,Dragon
116240629164927,Dragon
116240629165054,Tiger
116240629165137,Tie
116240629165227,Dragon
116240629165310,Dragon
116240629165351,Tiger
116240629165436,Tiger
116240629165518,Tiger
116240629165628,Dragon
116240629165730,Tiger
116240629165832,Tiger
116240629165933,Dragon
116240629170031,Tiger
116240629170125,Tiger
116240629170224,Dragon
116240629170321,Dragon
116240629170418,Dragon
116240629170519,Dragon
116240629170621,Dragon
116240629170724,Tiger
116240629170822,Tiger
116240629170920,Tiger
116240629171018,Tiger
116240629171117,Tiger
116240629171213,Dragon
116240629171311,Tiger
116240629171414,Dragon
116240629171637,Tiger
116240629171734,Tiger
116240629171831,Tiger
116240629171930,Dragon
116240629172030,Tiger
116240629172128,Dragon
116240629172233,Dragon
116240629172330,Tiger
116240629172428,Tiger
116240629172521,Dragon
116240629172840,Dragon
116240629172936,Tie
116240629173028,Dragon
116240629173126,Tiger
116240629173220,Dragon
116240629173319,Tiger
116240629173408,Tiger
116240629173509,Tiger
116240629173607,Tiger
116240629173701,Dragon
116240629173757,Dragon
116240629173849,Tiger
116240629173939,Dragon
116240629174031,Dragon
116240629174137,Tiger
116240629174229,Dragon
116240629174322,Dragon
116240629174416,Tiger
116240629174513,Dragon
116240629174608,Dragon
116240629174701,Tiger
116240629174802,Tiger
116240629174902,Dragon
116240629174958,Dragon
116240629175050,Tiger
116240629175148,Dragon
116240629175237,Dragon
116240629175327,Dragon
116240629175415,Dragon
116240629175454,Dragon
116240629175530,Tiger
116240629175607,Tiger
116240629175643,Dragon
116240629175718,Tiger
116240629175751,Dragon
116240629175827,Dragon
116240629175901,Dragon
116240629175936,Tiger
116240629180011,Dragon
116240629180047,Dragon
116240629180125,Tiger
116240629180300,Tiger
116240629180336,Tiger
116240629180412,Dragon
116240629180447,Dragon
116240629180523,Dragon
116240629180600,Tiger
116240629180637,Tiger
116240629180712,Dragon
116240629180747,Tiger
116240629180821,Dragon
116240629180857,Tie
116240629180934,Tie
116240629181010,Dragon
116240629181043,Dragon
116240629181118,Tiger
116240629181152,Tiger
116240629181224,Dragon
116240629181301,Dragon
116240629181336,Tiger
116240629181410,Dragon
116240629181444,Tiger
116240629181517,Tiger
116240629181551,Dragon
116240629181627,Dragon
116240629181703,Dragon
116240629181756,Dragon
116240629181835,Dragon
116240629181912,Dragon
